status,full_url_length,hostname_length,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,full_url_digit_ratio,hostname_digit_ratio,abnormal_domain,random_domain,prefix_suffix,common_terms,punycode,word_count,repeatead_characters,TLD,length_param,email_in_url,dom_in_ip,num_vowels_dom
1,26,18,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,6
0,56,16,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,26,0,0,20
1,46,23,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,9,0,0,13
1,54,45,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.2222222222222222,0.26666666666666666,1,1,0,0,0,5,1,1,0,0,0,13
1,128,50,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.0859375,0.0,0,0,1,0,0,15,1,1,0,0,0,31
0,34,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,9,0,0,9
1,26,17,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,6,1,1,0,0,0,6
0,63,12,3,3,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0.1111111111111111,0.0,1,0,0,1,0,9,1,1,43,0,0,14
1,38,21,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.02631578947368421,0.0,1,0,0,1,0,7,1,1,0,0,0,7
1,115,29,2,2,0,0,0,0,0,1,0,0,10,0,1,0,0,0,0,0.09565217391304348,0.20689655172413793,0,1,1,0,0,14,1,1,0,0,0,30
0,43,22,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,13,0,0,12
0,33,21,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,7,1,1,0,0,0,8
1,61,17,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0.06557377049180328,0.23529411764705882,0,0,0,0,0,11,1,1,10,0,0,7
1,21,6,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.14285714285714285,0.0,0,0,0,0,0,4,1,1,6,0,0,3
1,58,40,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.034482758620689655,0.05,0,1,0,0,0,9,1,1,0,0,0,16
1,29,11,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.034482758620689655,0.0,0,0,0,0,0,6,1,1,9,0,0,4
1,203,18,8,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,35,1,1,9,0,0,55
0,56,7,1,0,0,0,0,0,0,4,0,0,5,0,1,0,0,0,0,0.05357142857142857,0.14285714285714285,0,0,0,0,0,6,1,1,0,0,0,14
1,48,39,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,1,0,0,0,5,1,1,0,0,0,15
1,28,21,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.03571428571428571,0.047619047619047616,0,0,0,0,0,4,1,1,0,0,0,6
1,46,9,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,13,0,0,10
1,47,22,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,9,1,1,0,0,0,14
1,35,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,10,0,0,8
0,22,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,4
1,81,20,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,12,1,1,9,0,0,24
0,30,21,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,7,1,1,0,0,0,6
0,25,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,3
1,103,16,2,2,0,0,0,0,0,2,0,0,9,0,1,0,0,0,0,0.04854368932038835,0.0,1,0,1,1,0,13,1,1,6,0,0,22
0,50,12,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,9,1,1,25,0,0,11
1,94,29,3,0,0,1,0,0,1,1,0,0,6,0,1,0,0,0,0,0.09574468085106383,0.0,0,0,0,0,0,11,1,1,19,0,0,23
1,167,12,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.11976047904191617,0.0,0,0,0,0,0,6,1,1,140,0,0,18
0,18,10,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,1
1,36,20,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,4,0,0,9
0,51,18,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,11,0,0,11
1,42,34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.047619047619047616,0.058823529411764705,0,1,0,0,0,5,1,1,0,0,0,9
0,105,22,4,2,0,0,0,0,0,6,0,0,9,0,1,0,0,0,0,0.17142857142857143,0.0,0,0,0,0,0,15,1,1,41,0,0,15
1,31,11,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,7,0,0,9
1,253,12,14,0,0,2,10,0,5,0,0,0,6,0,1,0,10,0,0,0.24110671936758893,0.0,1,0,0,0,0,46,1,1,7,0,0,45
0,28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,4
0,23,15,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,3
1,42,30,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.023809523809523808,0.03333333333333333,0,0,0,0,0,5,1,1,4,0,0,14
1,29,22,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.10344827586206896,0.13636363636363635,0,0,0,0,0,4,1,1,0,0,0,5
1,119,17,4,1,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,17,1,1,9,1,0,38
0,56,16,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,26,0,0,15
1,29,12,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.10344827586206896,0.25,0,0,0,0,0,5,1,1,5,0,0,6
0,36,16,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,12,0,0,11
1,31,15,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,9
1,42,34,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,0,0,0,9
1,82,16,2,0,0,1,0,0,1,2,0,0,6,0,1,0,0,0,0,0.06097560975609756,0.0,0,0,0,0,0,10,1,1,4,0,0,17
0,28,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
1,38,23,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,7,0,0,8
0,47,19,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,11,0,0,11
1,39,30,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,6,1,1,0,0,0,9
0,54,16,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,10,1,1,30,0,0,12
1,404,11,2,1,0,2,0,0,3,0,0,0,6,0,1,0,0,0,0,0.12128712871287128,0.0,0,0,0,0,0,14,1,1,9,0,0,60
1,78,25,3,0,0,1,1,0,2,0,0,0,5,0,1,0,0,0,0,0.038461538461538464,0.0,0,0,0,0,0,11,1,1,0,0,0,22
1,69,33,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.14492753623188406,0.0,0,0,0,0,0,7,1,1,14,0,0,19
0,31,14,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,0,0,0,5
1,57,23,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,8,1,1,16,0,0,15
0,26,19,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,4
0,31,23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,4,1,1,0,0,0,7
1,67,15,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,9,1,1,15,0,0,20
1,94,27,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,11,1,1,0,0,0,29
1,77,16,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,12,1,1,0,0,0,18
0,16,7,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,1
0,68,18,3,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.17647058823529413,0.0,0,0,0,0,0,13,1,1,17,0,0,13
0,29,11,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,9,0,0,6
0,49,26,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,13
0,50,10,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.08,0.0,1,0,0,0,0,9,1,1,8,0,0,9
0,28,13,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,0,0,0,4
1,18,11,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,3
0,46,12,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,17,0,0,12
0,29,21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
0,23,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,3
1,58,16,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,9,1,1,9,0,0,19
0,27,18,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,3
1,63,21,2,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0.06349206349206349,0.0,0,0,0,0,0,7,1,1,18,0,0,18
0,101,11,1,7,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.04950495049504951,0.0,0,0,0,0,0,14,1,1,0,0,0,27
1,125,50,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.184,0.0,0,0,1,0,0,15,1,1,0,0,0,29
1,42,19,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,7,1,1,15,0,0,10
0,19,10,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,3
0,19,12,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,4
0,32,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,6
1,51,21,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.058823529411764705,0.0,0,0,0,0,0,8,1,1,0,0,0,16
0,66,16,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,36,0,0,22
1,243,37,2,15,0,1,0,0,1,1,0,0,8,0,1,0,0,0,0,0.2222222222222222,0.05405405405405406,1,0,1,1,0,27,1,1,4,0,0,47
1,73,14,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,12,1,1,0,0,0,20
0,44,18,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,13,0,0,14
0,70,22,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,30,0,0,21
0,27,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,3
0,26,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
0,23,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,2,0,0,3
0,27,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,6
0,21,12,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,1
0,49,24,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,17,0,0,11
1,38,31,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,10
1,218,13,1,2,0,1,2,0,3,2,0,0,12,0,1,0,2,0,0,0.22018348623853212,0.0,0,0,0,0,0,22,1,1,0,0,0,43
1,29,15,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,6,0,0,4
0,32,23,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,6,1,1,0,0,0,7
1,34,26,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.058823529411764705,0.07692307692307693,1,0,0,1,0,7,1,1,0,0,0,5
1,93,14,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.25806451612903225,0.0,0,0,0,0,0,9,1,1,32,0,0,20
1,133,13,1,2,0,1,1,0,2,2,0,0,12,0,1,0,1,0,0,0.03759398496240601,0.0,0,0,0,0,0,19,1,1,0,0,0,33
0,39,15,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,16,0,0,10
1,128,50,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.140625,0.0,0,0,1,0,0,15,1,1,0,0,0,31
0,48,14,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.08333333333333333,0.0,1,0,0,0,0,8,1,1,26,0,0,7
0,28,19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,5
0,37,28,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,6,1,1,0,0,0,8
0,24,15,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,5
0,27,15,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,0,0,0,6
1,372,17,5,0,1,1,5,0,6,0,0,0,6,0,2,0,0,0,0,0.3763440860215054,0.0,0,0,0,0,0,23,1,1,9,1,0,87
0,22,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,2
1,39,24,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,0,0,0,11
0,40,13,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,19,0,0,7
0,35,13,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,6,1,1,14,0,0,7
0,42,27,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,0,0,0,10
1,69,15,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,10,1,1,0,0,0,20
0,47,39,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,14
0,50,18,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,0,0,0,13
0,22,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,5
0,32,19,2,0,0,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,0,0,0,5
1,105,32,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.2857142857142857,0.4375,0,1,0,0,0,10,1,1,7,0,0,18
1,38,31,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,5,1,1,0,0,0,9
1,319,16,4,8,0,1,3,0,4,0,0,14,6,0,1,0,3,0,0,0.3542319749216301,0.0,1,0,0,1,0,43,1,1,3,0,0,43
1,142,29,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.06338028169014084,0.034482758620689655,0,0,0,0,0,8,1,1,104,0,0,27
0,24,15,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,5
1,91,11,2,1,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0.2967032967032967,0.0,0,0,0,0,0,10,1,1,9,0,0,16
0,18,9,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,3
1,28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,7
1,73,41,4,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0.0684931506849315,0.12195121951219512,0,1,1,0,0,12,1,1,9,0,0,18
0,53,16,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,23,0,0,16
0,43,16,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,0,0,0,7
1,37,10,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,8,1,1,0,0,0,9
0,72,17,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.19444444444444445,0.0,0,0,0,0,0,9,1,1,24,0,0,16
0,66,26,2,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0.10606060606060606,0.0,1,0,1,0,0,7,1,1,0,0,0,18
1,30,23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.06666666666666667,0.08695652173913043,0,0,0,0,0,4,1,1,0,0,0,6
0,20,11,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,2
0,59,17,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.13559322033898305,0.0,1,0,0,1,0,10,1,1,26,0,0,14
1,153,15,2,14,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.1568627450980392,0.0,0,0,0,0,0,25,1,1,11,0,0,36
0,32,23,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,6,1,1,0,0,0,6
1,41,12,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,14,0,0,10
0,50,20,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,12,0,0,12
0,37,11,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,12,0,0,8
0,19,10,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,6
1,92,36,2,1,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0.08695652173913043,0.0,0,0,1,0,0,8,1,1,0,0,0,25
1,117,38,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.19658119658119658,0.0,1,1,0,1,0,9,1,1,9,0,0,29
0,47,32,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,8,1,1,7,0,0,14
1,52,23,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0.19230769230769232,0.2608695652173913,0,0,0,0,0,8,1,1,0,0,0,11
1,109,28,7,0,0,1,0,0,0,1,0,0,7,0,1,0,0,0,0,0.03669724770642202,0.0,1,0,0,1,0,15,1,1,17,0,0,31
0,33,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.030303030303030304,0.0,1,0,0,1,0,6,1,1,0,0,0,6
0,43,15,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,6,1,1,14,0,0,11
1,85,18,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.38823529411764707,0.0,0,0,0,0,0,8,1,1,55,0,0,16
1,44,12,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,11,0,0,11
1,75,23,4,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,13,1,1,0,0,0,19
0,50,16,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,20,0,0,14
0,62,13,2,0,0,1,2,0,3,0,0,0,3,0,1,0,0,0,0,0.12903225806451613,0.0,0,0,0,0,0,11,1,1,13,0,0,15
0,30,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,6
1,128,50,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0.125,0.0,0,0,1,0,0,15,1,1,0,0,0,31
0,45,14,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,9,1,1,8,0,0,8
1,29,22,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.06896551724137931,0.09090909090909091,0,0,0,0,0,4,1,1,0,0,0,6
1,261,212,13,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0.1839080459770115,0.2028301886792453,0,1,0,0,0,20,1,1,0,1,0,44
0,22,9,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,5,0,0,6
0,24,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,4
1,77,27,3,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0.12987012987012986,0.0,0,0,0,0,0,7,1,1,11,0,0,16
1,188,13,4,0,0,1,2,0,3,1,0,0,3,0,1,0,0,0,0,0.4787234042553192,0.7692307692307693,0,0,0,0,0,13,1,0,9,0,1,26
1,21,13,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,0,0,5
1,162,15,6,1,0,1,3,0,2,3,0,0,4,0,1,0,0,0,0,0.2654320987654321,0.0,0,0,0,0,0,17,1,1,9,0,0,28
0,115,22,3,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,7,0.12173913043478261,0.0,1,0,0,1,0,15,1,1,48,0,0,30
0,25,17,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,6,1,1,0,0,0,4
0,74,20,2,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,11,1,1,41,0,0,18
1,31,14,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,6,1,1,9,0,0,7
0,52,18,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,7,1,1,11,0,0,11
0,40,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,10,0,0,11
1,59,29,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,8,1,1,6,0,0,14
1,57,28,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,1,0,0,10,1,1,11,0,0,12
0,37,28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,9
0,25,13,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,1,0,0,0,3
1,77,8,2,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0.03896103896103896,0.0,0,0,0,0,0,12,1,1,6,0,0,21
1,47,11,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,8,1,1,14,0,0,12
0,25,16,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,1,1,0,6,1,1,0,0,0,4
0,34,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,5,1,1,0,0,0,9
1,44,27,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,0,0,0,10
1,25,10,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.16,0.0,0,0,0,0,0,4,1,1,6,0,0,2
1,127,50,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0.1889763779527559,0.0,0,0,1,0,0,15,1,1,15,0,0,29
0,38,16,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.0,0.0,1,0,0,1,0,7,1,1,8,0,0,8
1,79,51,5,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0.12658227848101267,0.19607843137254902,0,1,1,0,0,11,1,1,10,0,0,17
0,19,10,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,0.0,1,0,0,0,0,5,1,1,0,0,0,1
